"type","system","term_ja","term_en","aliases","description_ja","description_en","url","source"
"concept","Microsoft","エンドポイント","endpoint","","デプロイしたモデルを API から呼び出す際に指定する接続先URL．Azure OpenAI Studio や Foundry の概要から取得する．","The connection URL specified when calling a deployed model via API, obtained from the Azure OpenAI Studio or Foundry overview.","/research_computing/utokyo_azure/ai/python/","src/pages/research_computing/utokyo_azure/ai/python.mdx"
"concept","Microsoft","ギフトクレジット","gift credit","寄付金","Microsoftから東京大学に提供された寄付金．学内共同利用サービスUTokyo Azureの運用に用いられる．","A donation (gift credit) provided by Microsoft to UTokyo, used to operate the shared service UTokyo Azure.","/microsoft/adt4t/","src/pages/microsoft/adt4t/index.md"
"concept","Microsoft","クォータ","quota","","資源の過剰消費を防ぐため Azure が設定する利用可能資源量の上限値．上限以上に利用したい場合は Microsoft へ変更をリクエストする．","The upper limit on usable resources set by Azure to prevent overconsumption; increases require a request to Microsoft.","/research_computing/utokyo_azure/ai/quota/","src/pages/research_computing/utokyo_azure/ai/quota.mdx"
"concept","Microsoft","コンピューティングインスタンス","compute instance","","Azure Machine Learning 内で Notebook のプログラムを実行するための仮想マシン．起動しているだけで使用料を消費する．","A virtual machine within Azure Machine Learning for running notebook programs; it consumes usage fees merely by running.","/research_computing/utokyo_azure/ai/aml/","src/pages/research_computing/utokyo_azure/ai/aml.mdx"
"concept","Microsoft","サービスタグ","Service Tag","","IPアドレスの代わりにサービス単位で通信対象を指定できる Azure の識別子．セキュリティ規則のソース／宛先で指定できる．","An Azure identifier specifying communication targets by service instead of IP address, usable as source/destination in security rules.","/research_computing/utokyo_azure/virtualmachine/nsg/","src/pages/research_computing/utokyo_azure/virtualmachine/nsg.mdx"
"concept","Microsoft","シークレットブラウジング","incognito browsing","","閲覧履歴やサインイン情報を記憶させずにブラウザを利用する機能．一時的に別のMicrosoftアカウントを使いたい場合に便利．","A browser function that avoids storing browsing history or sign-in information; useful for temporarily using a different Microsoft account.","/microsoft/signin/#secret_browsing","src/pages/microsoft/signin.md"
"concept","Microsoft","システムプロンプト","system prompt","モデルに指示とコンテキストを与える","チャットプレイグラウンド左側のテキストボックスに入力する，GPT への指示・コンテキスト．","The instructions/context for GPT entered in the left text box of the chat playground.","/research_computing/utokyo_azure/ai/openai/","src/pages/research_computing/utokyo_azure/ai/openai.mdx"
"concept","Microsoft","スコープ","scope","","権限（ロール）を割り当てる対象範囲．サブスクリプション，リソースグループ，リソース等の単位を指す．","The target range to which a role is assigned, such as a subscription, resource group, or resource.","/research_computing/utokyo_azure/group/","src/pages/research_computing/utokyo_azure/group/index.mdx"
"concept","Microsoft","ストレージ容量","storage capacity","","OneDriveで利用できる保存領域の量．UTokyo Accountでは原則50GBが上限で，利用負担金を支払うことで拡張できる．","The amount of storage available in OneDrive; capped at 50 GB per UTokyo Account as a rule, expandable by paying a usage fee.","/microsoft/onedrive/#storage_capacity","src/pages/microsoft/onedrive/index.md"
"concept","Microsoft","チャネル","channel","","Teamsのチーム内に作成される単位．チャネルごとにSharePoint上にTeamsチームフォルダが作成される．","A unit created within a Teams team; a Teams folder is created in SharePoint for each channel.","/microsoft/teams_team_folder/","src/pages/microsoft/teams_team_folder.md"
"concept","Microsoft","テナント","tenant","","組織ごとのMicrosoftの管理単位．東京大学では全学で一つのテナントを持ち，他機関のテナントとは設定が異なる．","A per-organization administrative unit in Microsoft; the University of Tokyo has one university-wide tenant whose settings differ from other institutions' tenants.","/articles/teams-display-name/","src/pages/articles/teams-display-name/index.mdx"
"concept","Microsoft","デフォルトの表示名","default display name","","表示名変更が許可されていない場面で用いられる標準の表示名．教職員は自分では変更できず，人事手続きの氏名が自動連携される．","The standard display name used where name changes are not allowed; faculty/staff cannot change it themselves as it is synced from names used in HR procedures.","/articles/teams-display-name/","src/pages/articles/teams-display-name/index.mdx"
"concept","Microsoft","トークン","token","","OpenAI モデルの入出力を数える単位．Azure の OpenAI サービスはトークンにより課金され，メッセージ送信ごとに履歴全体が累積で消費される．","The unit counting OpenAI model input/output; Azure's OpenAI service bills by tokens, consuming the full message history cumulatively per request.","/research_computing/utokyo_azure/ai/openai/","src/pages/research_computing/utokyo_azure/ai/openai.mdx"
"concept","Microsoft","ネットワークセキュリティグループ","Network Security Group","NSG","ネットワークインターフェースリソース単位で通信を制御する Azure の仕組み．送信元・宛先・ポート・プロトコル等で受信／送信規則を設定する．","An Azure mechanism controlling communication per network interface resource, configuring inbound/outbound rules by source, destination, port, and protocol.","/research_computing/utokyo_azure/virtualmachine/nsg/","src/pages/research_computing/utokyo_azure/virtualmachine/nsg.mdx"
"concept","Microsoft","バージョン管理機能","version control feature","バージョン履歴","OneDriveでファイルの過去のバージョンを保持する機能．過去の不要なバージョンを削除すると空き容量を増やせる場合がある．","A OneDrive feature retaining past versions of files; deleting unnecessary old versions can free up space.","/microsoft/onedrive/#reorganizing_data","src/pages/microsoft/onedrive/index.md"
"concept","Microsoft","ファイル要求リンク","file request link","","フォルダに対して作成し，他人にファイルのアップロードを依頼するためのリンク．アップロードされたファイルにはフォルダの所有者のみがアクセスできる．","A link created for a folder to ask others to upload files; only the folder owner can access the uploaded files.","/microsoft/onedrive/share/#file-request-feature","src/pages/microsoft/onedrive/share.mdx"
"concept","Microsoft","プロファイル","profile","","ブラウザに設定・記憶された情報を複数並列に保持できる機能．プロファイルごとに異なるMicrosoftアカウントにサインインできる．","A browser function holding multiple sets of stored information in parallel; each profile can sign in to a different Microsoft account.","/microsoft/signin/#profiles","src/pages/microsoft/signin.md"
"concept","Microsoft","マネージドID","managed identity","","リソースに自動で割り当てられる ID．Automation アカウント作成時に「システム割り当て」を有効化して仮想マシンへのアクセス権限を付与する．","An identity automatically assigned to a resource; a system-assigned managed identity is enabled at Automation account creation to grant VM access.","/research_computing/utokyo_azure/virtualmachine/autostop/","src/pages/research_computing/utokyo_azure/virtualmachine/autostop.mdx"
"concept","Microsoft","ユーザーの範囲","range of users","","共有リンクで共有の対象とするユーザーの範囲．「すべてのユーザー」「The University of Tokyoのユーザー」「選択したユーザー」から選べる．","The range of users a shared link targets; chosen from Anyone, People in The University of Tokyo, and People you choose.","/microsoft/onedrive/share/#target","src/pages/microsoft/onedrive/share.mdx"
"concept","Microsoft","ライセンス認証","license authentication","","Officeアプリの利用資格を確認する処理．少なくとも30日に一度インターネットに接続する必要があり，接続時に自動で行われる．","The process verifying eligibility to use Office apps; requires connecting to the internet at least once every 30 days, done automatically on connection.","/microsoft/install/#caution","src/pages/microsoft/install.mdx"
"concept","Microsoft","リージョン","region","","リソースをデプロイするデータセンターの地域．利用したい機能や資源はリージョンによって提供状況が異なる．","The geographic location of the data center where resources are deployed; feature and resource availability varies by region.","/research_computing/utokyo_azure/ai/azureai/","src/pages/research_computing/utokyo_azure/ai/azureai.mdx"
"concept","Microsoft","リソース","resource","","Azure 上に作成される個々のサービス実体（仮想マシン，ストレージ等）．権限付与や課金の対象単位となる．","An individual service instance created on Azure (VM, storage, etc.), serving as a unit of permission grant and billing.","/research_computing/utokyo_azure/","src/pages/research_computing/utokyo_azure/index.mdx"
"concept","Microsoft","リソースグループ","resource group","","複数のリソースをまとめて管理する単位．権限の継承や削除などを一括で行える．","A unit that groups multiple resources together, enabling batch operations such as permission inheritance and deletion.","/research_computing/utokyo_azure/ai/aml/","src/pages/research_computing/utokyo_azure/ai/aml.mdx"
"concept","Microsoft","レビューモード","Review mode","","Word文書で編集の提案やコメントの追加のみができるモード．アクセス権「レビュー可能」で利用できる．","A mode for Word documents allowing only edit suggestions and comments; available with the Can review access right.","/microsoft/onedrive/share/#access-level","src/pages/microsoft/onedrive/share.mdx"
"concept","Microsoft","ローカルアカウント","local account","","PCにのみ存在するアカウントです．UTokyo Accountの関連付け解除前に，管理者権限を付与した代替アカウントとして用意できます．","An account that exists only on the PC; it can be prepared with administrator privileges as an alternative before removing the UTokyo Account association.","/microsoft/win-local/","src/pages/microsoft/win-local/index.md;src/pages/systems/leave/entrajoined/index.mdx"
"concept","Microsoft","ワークアラウンド","workaround","","表示名変更ができない会議などで，サインインせずプライベートブラウザから参加して名前を設定する回避策．","A workaround for meetings where name changes aren't allowed: joining from a private browser without signing in and setting a name.","/articles/teams-display-name/","src/pages/articles/teams-display-name/index.mdx"
"concept","Microsoft","ワークスペース","workspace","","Azure Machine Learning でリソースをまとめる作業単位．一度作成すれば他のユーザーと共有できる．","The work unit grouping resources in Azure Machine Learning; once created it can be shared with other users.","/research_computing/utokyo_azure/ai/aml/","src/pages/research_computing/utokyo_azure/ai/aml.mdx"
"concept","Microsoft","ワンタイムパスコード","one-time passcode","確認コード","学外のMicrosoftアカウント等を共有相手に指定した際に，共有相手のメールアドレスに送信される確認用のコード．","A verification code sent to a recipient's email address when an external Microsoft account is specified as a sharing target.","/microsoft/onedrive/share/#target","src/pages/microsoft/onedrive/share.mdx"
"concept","Microsoft","可用性ゾーン","availability zone","","同一リージョン内でネットワーク・電源・冷却が独立したデータセンター群．複数ゾーン指定で HA（高可用性）構成が可能．","A group of independent data centers within a region with separate networking, power, and cooling; specifying multiple zones enables HA configurations.","/research_computing/utokyo_azure/virtualmachine/","src/pages/research_computing/utokyo_azure/virtualmachine/index.mdx"
"concept","Microsoft","外部テナント","External Entra ID","External Entra ID","UTokyo Azure に紐づかない外部の Entra ID テナント．作成してもサブスクリプション作成権限は得られず，利用料は満額請求されるため作成しないよう案内されている．","An external Entra ID tenant not linked to UTokyo Azure; creating one gives no subscription-creation rights and full fees are charged, so it is discouraged.","/research_computing/utokyo_azure/faq/","src/pages/research_computing/utokyo_azure/faq/index.mdx"
"concept","Microsoft","既存のアクセス権を持つユーザー","Only people with existing access","既存アクセス権を持つユーザー;People with existing access","すでに作成された共有リンクの共有対象者全員がアクセスできるリンクの種類．このリンクを作成してもユーザーのアクセス権は変更されない．","A link type accessible by everyone already included in existing shared links; creating it does not change users' access rights.","/microsoft/onedrive/share/#existing-access","src/pages/microsoft/onedrive/share.mdx"
"concept","Microsoft","共有リンク","shared link","","OneDrive上のファイルやフォルダを他人に共有するためのリンク．ユーザーの範囲とアクセス権の種類の組み合わせごとに複数作成できる．","A link for sharing a file or folder on OneDrive with others; multiple can be created per combination of user range and access right type.","/microsoft/onedrive/share/","src/pages/microsoft/onedrive/share.mdx"
"concept","Microsoft","従量課金","pay-as-you-go","","使用量に応じて課金される支払い方式．UTokyo Azure では従量課金のみ利用でき，予約プランや節約プラン等の割引は利用できない．","A billing model charging by usage; only pay-as-you-go is available in UTokyo Azure, with no reservation or savings discount plans.","/research_computing/utokyo_azure/faq/","src/pages/research_computing/utokyo_azure/faq/index.mdx"
"concept","Microsoft","定期的なイベント","recurring events","","繰り返し行われる会議．表示名変更の許可設定を一括で行うことができる．","Recurring meetings, for which the display-name-change permission can be configured in bulk.","/articles/teams-display-name/","src/pages/articles/teams-display-name/index.mdx"
"concept","Microsoft","表示名","display name","","会議中に表示される参加者の名前．2025年1月の機能向上で，開催者が許可すれば参加者が会議中に変更できるようになった．","The name shown for a participant during a meeting; since a January 2025 enhancement, participants can change it during a meeting if the organizer allows it.","/articles/teams-display-name/","src/pages/articles/teams-display-name/index.mdx"
"concept","Microsoft","利用負担金","usage fee","","OneDriveのストレージ容量を上限を超えて拡張するために支払う費用．","A fee paid to expand OneDrive storage capacity beyond the standard limit.","/microsoft/onedrive/#storage_capacity","src/pages/microsoft/onedrive/index.md"
"concept","OneNote","セクション","Section","","複数ページのまとまり．ノートブック内でページを分類する単位．","A collection of pages; a unit for categorizing pages within a notebook.","/articles/onenote-whiteboard/","src/pages/articles/onenote-whiteboard/index.mdx"
"concept","OneNote","ノートブック","Notebook","","複数セクションのまとまり．ページを管理するための最上位の分類単位．","A collection of sections; the top-level category unit for managing pages.","/articles/onenote-whiteboard/","src/pages/articles/onenote-whiteboard/index.mdx"
"concept","OneNote","ページ","Page","","実際に板書やメモを書いていく最小単位．","The smallest unit where you actually write notes on the board.","/articles/onenote-whiteboard/","src/pages/articles/onenote-whiteboard/index.mdx"
"concept","research_computing","ACL","ACL","Access Control List","仮想マシンへの通信を制御するアクセス制御リスト．必要な通信だけを許可して不正アクセスから仮想マシンを守る．","Access Control List used to permit only necessary traffic to a virtual machine and protect it from unauthorized access.","/research_computing/mdx/","src/pages/research_computing/mdx/index.mdx"
"concept","research_computing","Apptainer","Apptainer","","SYNKAで標準ソフトウェアとして提供されるコンテナ実行環境．","A container runtime provided as standard software on SYNKA.","/research_computing/synka/","src/pages/research_computing/synka/index.mdx"
"concept","research_computing","Basic プラン","Basic plan","","UTokyo Azure で作成されるサブスクリプションのサポートプラン．サービスリクエストを起票できる範囲が定められている．","The support plan of subscriptions created in UTokyo Azure, defining the scope in which support requests can be raised.","/research_computing/utokyo_azure/support/","src/pages/research_computing/utokyo_azure/support/index.mdx"
"concept","research_computing","CPU パック","CPU pack","","仮想マシンに割り当てる計算資源の単位．おおよそ仮想コア1個・1.5GBに相当し，2024年度で1パック1円／時間．","The unit of compute resource assigned to a virtual machine, roughly one virtual core with 1.5GB; priced at 1 yen/hour per pack in FY2024.","/research_computing/mdx/","src/pages/research_computing/mdx/index.mdx"
"concept","research_computing","ISO イメージ","ISO image","","OSのインストーラをISO形式で用意したファイル．テンプレートにないOSを仮想マシンにインストールする際にアップロードして用いる．","An OS installer file in ISO format, uploaded to install an OS not available as a template onto a virtual machine.","/research_computing/mdx/deploy/","src/pages/research_computing/mdx/deploy.mdx"
"concept","research_computing","Slurm","Slurm","","SYNKAで用いられるジョブスケジューリングシステム．","The job scheduling system used on SYNKA.","/research_computing/synka/","src/pages/research_computing/synka/index.mdx"
"concept","research_computing","UTokyo Azure CSIRT","UTokyo Azure CSIRT","","UTokyo Azure 上で発生したインシデントの通報窓口と対応の一本化のために設置された組織．情報基盤センターCERT（ITC-CERT）の下部組織．","An organization established to serve as the reporting point and to unify handling of incidents occurring on UTokyo Azure; a sub-organization of ITC-CERT.","/research_computing/utokyo_azure/csirt/","src/pages/research_computing/utokyo_azure/csirt/index.mdx"
"concept","research_computing","ギフトクレジット","gift credits","","Microsoft から東京大学へ寄付（ギフト）された，Azure を利用するためのクレジット．有限であり，大学全体で消費量を制御している．","Credits donated (gifted) by Microsoft to the University of Tokyo for using Azure; they are finite and their consumption is controlled university-wide.","/research_computing/utokyo_azure/","src/pages/research_computing/utokyo_azure/index.mdx"
"concept","research_computing","グローバル IP アドレス","global IP address","","インターネット経由で外部から仮想マシンにアクセスするために割り当てるIPアドレス．申請のうえDNAT設定で付与する．","An IP address assigned to allow external internet access to a virtual machine, applied for and set via DNAT.","/research_computing/mdx/","src/pages/research_computing/mdx/index.mdx"
"concept","research_computing","サービスリクエスト","support request","サポートリクエスト","Microsoft へ問い合わせを起票する仕組み．UTokyo Azure の Basic プランでは起票できる範囲が限られ，技術的問い合わせは推奨解決策の提示までとなる．","A mechanism for raising inquiries to Microsoft; under UTokyo Azure's Basic plan the scope is limited and technical inquiries only go as far as recommended solutions.","/research_computing/utokyo_azure/support/","src/pages/research_computing/utokyo_azure/support/index.mdx"
"concept","research_computing","サブスクリプション","subscription","","Microsoft Azure における契約・課金の単位．UTokyo Azure では申請者の UTokyo Account が所有者として紐付いた個別のサブスクリプションを作成し利用する．","The unit of contract and billing in Microsoft Azure; in UTokyo Azure an individual subscription linked to the applicant's UTokyo Account as owner is created and used.","/research_computing/utokyo_azure/faq/subscription/","src/pages/research_computing/utokyo_azure/faq/subscription.mdx"
"concept","research_computing","サブスクリプションID","subscription ID","","サブスクリプションを一意に識別するID．サブスクリプション名とは異なり，サブスクリプションの詳細画面で確認できる．クォータ要求フォーム等で要求される．","The unique identifier of a subscription, distinct from its name, viewable in the subscription details screen and required in forms such as quota requests.","/research_computing/utokyo_azure/faq/subscription/","src/pages/research_computing/utokyo_azure/faq/subscription.mdx"
"concept","research_computing","スポット仮想マシン","","","割り当て資源量に関係なく空きがあれば利用できる安価な仮想マシン．混雑時には1時間前の通知の後，強制的に休止状態になることがある．","A lower-cost virtual machine usable whenever capacity is available regardless of allocated resources, but which may be forcibly deallocated during congestion after a one-hour notice.","/research_computing/mdx/","src/pages/research_computing/mdx/index.mdx"
"concept","research_computing","テンプレート","template","","mdx I上にあらかじめ用意された仮想マシンのOSイメージ．デプロイ時に一覧から選んで利用する（例: Ubuntu Desktop）．","Pre-prepared virtual machine OS images on mdx I, selected from a list at deployment (e.g., Ubuntu Desktop).","/research_computing/mdx/","src/pages/research_computing/mdx/index.mdx"
"concept","research_computing","プランID","","MS-AZR-0136P","サブスクリプションのプランを識別するID．UTokyo Azure の正しいサブスクリプションでは MS-AZR-0136P と表示される．","","/research_computing/utokyo_azure/faq/subscription/","src/pages/research_computing/utokyo_azure/faq/subscription.mdx"
"concept","research_computing","プロジェクト","project","","mdxを利用するための単位で，利用グループごとに作成する．一人で複数のプロジェクトを作ることもできる．","The unit for using mdx, created per usage group; one person may create multiple projects.","/research_computing/mdx/","src/pages/research_computing/mdx/index.mdx"
"concept","research_computing","ポイント","point","mdxポイント;mdx point","mdx Iの前払い制の利用料金の単位．1ポイントは1円（税別）で，5,000ポイント単位で購入する．","The prepaid usage credit unit for mdx I; one point equals one yen (excl. tax), purchased in units of 5,000 points.","/research_computing/mdx/","src/pages/research_computing/mdx/index.mdx"
"concept","research_computing","ローカル IP アドレス","local IP address","","起動中の仮想マシンの情報の「サービスネットワーク」欄に表示されるIPv4アドレス．ACL設定のDstアドレスに用いる．","The IPv4 address shown in a running VM's Service Network field, used as the Dst address in ACL settings.","/research_computing/mdx/","src/pages/research_computing/mdx/index.mdx"
"concept","research_computing","仮想ディスク","","","仮想マシンに割り当てるディスク容量．デプロイ時に容量（例: 40GB）を入力する．","The disk capacity assigned to a virtual machine, specified (e.g., 40GB) at deployment.","/research_computing/mdx/","src/pages/research_computing/mdx/index.mdx"
"concept","research_computing","仮想マシン","virtual machine","","mdx Iの高性能計算機上に仮想的に作られた専有コンピュータ．ssh でリモートログインしたり，デスクトップ画面をWebブラウザに表示して操作できる．","A dedicated computer created virtually on the mdx I high-performance machine, usable via ssh remote login or a browser-displayed desktop.","/research_computing/mdx/","src/pages/research_computing/mdx/index.mdx"
"concept","research_computing","階層型ストレージ","tiered storage","","SYNKAが備える，高速SSD（2.1PB）と大容量HDD（5PB）を組み合わせた全ノード共有のストレージ．","SYNKA's node-shared storage combining fast SSD (2.1 PB) and large-capacity HDD (5 PB).","/research_computing/synka/","src/pages/research_computing/synka/index.mdx"
"concept","research_computing","起動保証仮想マシン","","","プロジェクトのために資源が予約されており，必要なときにいつでも2時間以内に起動できることが保証されている仮想マシン．利用には資源量の申請が必要．","A virtual machine with reserved resources, guaranteed to be able to start within two hours whenever needed; requires a resource allocation application.","/research_computing/mdx/","src/pages/research_computing/mdx/index.mdx"
"concept","research_computing","休止状態","deallocated","deallocated","スポット仮想マシンが混雑時に強制的に移行させられる状態．休止状態になると仮想マシンは強制的にシャットダウンされる．","The state a spot virtual machine is forced into during congestion; the machine is forcibly shut down.","/research_computing/mdx/","src/pages/research_computing/mdx/index.mdx"
"concept","research_computing","共通ID","Common ID","","UTokyo Account に対応する数字10桁のID．Entra ID ログインで自動作成される仮想マシンのホームディレクトリ名に用いられる．","A 10-digit ID corresponding to a UTokyo Account, used as the home directory name of the account auto-created on VMs via Entra ID login.","/research_computing/utokyo_azure/virtualmachine/entraid_login/","src/pages/research_computing/utokyo_azure/virtualmachine/entraid_login.mdx"
"concept","research_computing","資源量","","","プロジェクトで利用するCPUやGPUの個数，ストレージの容量などの割り当て量．ユーザポータルの「プロジェクト」タブから申請する．","The allocated amount of resources (CPU/GPU counts, storage capacity) for a project, applied for via the User Portal's Project tab.","/research_computing/mdx/","src/pages/research_computing/mdx/index.mdx"
"concept","research_computing","情報基盤センター","Information Technology Center","ITC;Information Infrastructure Center","UTokyo Azure を情報システム部・情報システム本部と共同で運用する東京大学の組織．スーパーコンピュータや mdx も運用する．","The University of Tokyo organization that operates UTokyo Azure jointly with the Information System Department and Headquarters; it also operates supercomputers and mdx.","/research_computing/utokyo_azure/","src/pages/research_computing/utokyo_azure/index.mdx"
"concept","research_computing","親管理グループ","","GiftEAGroup","サブスクリプションが属する管理グループ．UTokyo Azure の正しいサブスクリプションでは GiftEAGroup と表示される．","","/research_computing/utokyo_azure/faq/subscription/","src/pages/research_computing/utokyo_azure/faq/subscription.mdx"
"concept","research_computing","無料分","Free Tier","","ある月の利用料のうちギフトクレジットから支払われ無料となる分の金額．月末に全ユーザの利用料を元に計算される．","The portion of a month's usage fee covered by gift credits and thus free, calculated at month-end based on all users' usage.","/research_computing/utokyo_azure/faq/subscription/","src/pages/research_computing/utokyo_azure/faq/subscription.mdx"
"concept","research_computing","無料保証枠","Guaranteed Free Tier","","月初めに公表される，確実に無料となる最低保証額．月末に計算される無料分よりは少ない額になる．","The minimum guaranteed amount announced at the start of each month that is certain to be free; it is less than the month-end Free Tier.","/research_computing/utokyo_azure/faq/subscription/","src/pages/research_computing/utokyo_azure/faq/subscription.mdx"
"concept","Slack","Enterprise Grid","Enterprise Grid","Enterprise Gridプラン","Slackの契約プランの一つで，UTokyo Slackが採用しているもの．東京大学全体で一つの「オーガナイゼーション」を持ち，その中に各ワークスペースが作成されるため，通常のSlackとは仕様が異なる．","The Slack subscription plan used by UTokyo Slack; the whole university forms a single Organization within which each workspace is created, so specifications differ from ordinary Slack.","/slack/details/","src/pages/slack/details.mdx"
"concept","Slack","UTokyo ARC","","","UTokyo Slack内のワークスペースの一つ．生成AIチャットに関する情報共有用チャンネル `#arc-aichat-users` が設けられている．","","/slack/join/","src/pages/google/gemini.md"
"concept","Slack","オーガナイゼーション","Organization","OrG","Enterprise Gridプランにおける東京大学全体の管理単位．各ワークスペースはこのオーガナイゼーション内に作成される．","The management unit encompassing the whole University of Tokyo under the Enterprise Grid plan; each workspace is created within this Organization.","/slack/","src/pages/slack/index.mdx"
"concept","Slack","サービス利用規約","terms of service","","UTokyo Slackへの参加時に確認を求められる利用規約．","The terms of service that you are asked to review when joining UTokyo Slack.","/slack/join/#procedure","src/pages/slack/join.mdx"
"concept","Slack","チャンネル","channel","","ワークスペース内に作成する，メッセージを送受信する場．授業回やテーマごとに分けると質問が整理される．","A space within a workspace for exchanging messages; separating by class session or topic keeps questions organized.","/articles/slack-communication/","src/pages/articles/question-tools/index.md"
"concept","Slack","ワークスペース","workspace","","Slackでやり取りを行う場．Slack連携ではコースごとに専用のUTokyo Slackワークスペースが用意される．","The space where Slack communication takes place; Slack integration provides a dedicated UTokyo Slack workspace per course.","/utol/students/integrations/slack/","src/pages/utol/students/integrations/slack/index.md;src/pages/articles/question-tools/index.md"
"concept","Slack","公開範囲","Scope of disclosure","ワークスペースへのアクセス;Workspace access","ワークスペースを一覧に表示するか，参加に許可が必要かを定める設定．「公開」「リクエスト制」「招待制」「非公開」の4種類から選べる．","A setting determining whether a workspace is listed and whether permission is needed to join; chosen from Open, By request, Invite only, and Hidden.","/slack/workspace/#access","src/pages/slack/workspace/index.mdx"
"concept","Slack","編入（移行）","incorporation (migration)","移行","UTokyo Slack以外の既存ワークスペースをUTokyo Slackとして利用するための特別な手続き．2023年8月24日で新規受付を終了した．","A special procedure for using an existing non-UTokyo Slack workspace as part of UTokyo Slack; new applications closed on August 24, 2023.","/slack/workspace/migration/","src/pages/slack/workspace/migration.mdx"
"concept","Slack","編入前レポート","pre-migration report","","編入（移行）の参考資料としてSlackの担当者から送付される，メンバー一覧などの情報が記載されたレポート．","A report containing information such as the member list, sent by Slack staff as reference material for incorporation (migration).","/slack/workspace/migration/#execution","src/pages/slack/workspace/migration.mdx"
"concept","Slack","無償利用","free plan","無料プラン","料金のかからないSlackの利用形態．参照できる過去メッセージの範囲などに制限がある．","Using Slack without charge; has limitations such as the range of past messages that can be viewed.","/slack/workspace/connect/","src/pages/slack/workspace/connect.mdx"
"concept","Slack","有償プラン","paid plan","有償契約;プロプラン;ビジネスプラスプラン","料金を支払って利用するSlackのプラン．過去メッセージの無制限参照などの機能が使える．","A Slack plan used with payment; enables features such as unlimited access to past messages.","/slack/discount/","src/pages/slack/discount.md"
"concept","Slido","QRコード","QR code","","イベント参加用ページにアクセスできるコード．「共有」ボタンから保存でき，参加者は読み取ってイベントに参加できる．","A code linking to the event join page; savable via the Share button, scanned by participants to join.","/slido/create_event/","src/pages/slido/create_event.mdx"
"concept","Slido","アクセスコード","access code","","主催者から提供されるコード．Slidoのトップページ上部の入力欄に入力するとイベント画面が開く．","A code provided by the host; entering it in the input box at the top of the Slido top page opens the event screen.","/slido/","src/pages/slido/index.md"
"concept","Slido","イベント","event","","Slidoで1つ1つの部屋にあたるもの．主催者はイベントを作成し，そのURLを参加者に共有して利用する．","In Slido, each 'room' unit; hosts create an event and share its URL with participants.","/slido/create_event/","src/pages/slido/create_event.mdx"
"concept","Slido","イベントコード","event code","","イベント画面上部に表示される`#`から始まる7桁の数字．参加者がSlidoのサイトに入力するとイベントに参加できる．","A 7-digit number starting with '#' shown at the top of the event screen; participants type it on the Slido website to join the event.","/slido/create_event/","src/pages/slido/create_event.mdx"
"concept","Slido","スペース","space","","イベントを整理できる共有ワークスペース．イベント作成時に「Slido をスペースに追加」で選択できる．","A shared workspace for organizing events; selectable via 'Add your slido to a space' when creating an event.","/slido/create_event/","src/pages/slido/create_event.mdx"
"concept","Slido","有料機能","paid features","","UTokyo Account（Webex連携）でサインインすると使える機能．モデレーション，返信範囲設定，投票・調査，エクスポートなどが含まれる．","Features available when signing in with a UTokyo Account (via Webex), including moderation, reply settings, poll/survey options, and export.","/slido/","src/pages/slido/index.md"
"concept","UTAS","あなたは現在このシステムを利用することができません","You are currently unable to use this system","","UTASログイン時に表示されることのあるエラーメッセージ．所属変更中やUTASアカウント未登録の場合等に表示される．","An error message sometimes shown at UTAS login, e.g. during affiliation changes or when no UTAS account is registered.","/utas/","src/components/ja/systems/utas/Login.mdx"
"concept","UTAS","学務システム","Academic Affairs System","","シラバスや履修・成績等の学務手続きを行うシステム．UTASがこれにあたる．","The system for academic affairs procedures such as syllabus, course registration, and grades; UTAS is UTokyo's.","/utas/","src/pages/utas.mdx"
"concept","UTAS","履修登録","Enrolled registration","","UTASで行う正式な科目登録．履修した科目に対応するコースが自動でUTOLに受講登録される．","Official course enrollment done in UTAS; the corresponding courses are automatically registered on UTOL.","/utol/students/course_registration/","src/pages/utol/students/course_registration/index.md"
"concept","UTokyo Account","FIDOセキュリティキー","FIDO security key","セキュリティキー","パスワードレスサインインに用いるハードウェア認証キー．ドックのUSBポートに接続して利用する．","A hardware authentication key used for passwordless sign-in, connected to a USB port on the dock.","/eccs/chromeos/","src/pages/eccs/chromeos/index.mdx"
"concept","UTokyo Account","アカウント失効","account revocation","","卒業・退職等による離籍で在籍期間が終了し，UTokyo Accountが無効になりサインインできなくなることです．","The state in which a UTokyo Account becomes invalid and can no longer be used to sign in after the enrollment period ends upon leaving the university.","/systems/leave/","src/pages/systems/leave/index.md"
"concept","UTokyo Account","クラウドデータ救出","cloud data salvage","","離籍後にバックアップしそびれたクラウドデータを本人確認サービスを用いて取り出す仕組み．","A mechanism using the Identity Verification Service to retrieve cloud data that was not backed up before leaving the university.","/systems/leave/salvage/","src/pages/utokyo_account/ident-myna/index.mdx"
"concept","UTokyo Account","シングルサインオン","Single Sign-On","SSO","最初に一つの情報システムでサインインすると，以降は別のシステムでもユーザ名・パスワードの入力が不要になる仕組み．","A mechanism whereby signing in once lets you access other linked systems without re-entering your username and password.","/utokyo_account/","src/pages/utokyo_account/index.mdx"
